I am unable to connect to the email server. It appears to be down.Unable to connect to email,IBMITHelpdesk
My computer is not detecting the headphone device. It could be an issue with the USB port.My computer is not detecting the headphone device,IBMINFRAHelpdesk
I can't remember my password and need to log in. Can someone reset my password asap? I am blocked on several urgent items until I can log in again.Reset my password,IBMITHelpdesk
Currently running 10GR1 and need to upgrade to 10GR2.Need Oracle 10GR2 installed,IBMINFRAHelpdesk
I'm replacing my old phone with a Blackberry and require assistance to get it set up. I'd like to get the files and contacts transferred to the new phone and need help getting the two factor authentication app set up on it.Need new Blackberry set up,IBMINFRAHelpdesk
I tried sending a fax to a customer through the eFax online portal and also via email. My customer did not receive the fax in both instances. I don't know if this is an issue on our side with transmission or on my customer's side.Customer didn't receive eFax,IBMITHelpdesk
"Noticing today that any time I send an email with an attachment, it takes at least 20 seconds to send. This happens regardless of the attachment size.EMAIL is slow when an attachment is involved",IBMITHelpdesk
Logged in and didn't see my home directory. Logged out and back in again and it's still not appearing. I'm completely blocked until this is resolved.Missing my home directory,IBMITHelpdesk
"We have a new hire starting on Monday. She will need to be set up with a desk, laptop, phone, email account, and systems access.New employee hire",IBMOperationHelpdesk
The landing page for our internal wiki isn't loading. I've refreshed it multiple times and it keeps timing out.Issue with a web page on wiki,IBMITHelpdesk
Hard drive has been making a loud grinding noise for the last two days.Seem to have an issue with my hard drive...,IBMINFRAHelpdesk
Hard drive is still making grinding and clicking noises and now I can't delete a file. I've tried to delete it 3 times.My disk is still having issues. Can't delete a file,IBMINFRAHelpdesk
"Can't connect to wifi. Keep getting ""unable to join network"" message.Lost connection to the wireless network",IBMITHelpdesk
Multiple employees have reported that they are unable to send/receive email.EMAIL Server Down Again,IBMITHelpdesk
2tb file server has less than 400gb free.File Server is 80% full - Needs upgrade,IBMINFRAHelpdesk
Last automated backup occurred two nights ago. Did we change automated backup schedule?Does not look like a backup occurred last night,PRODUCTDevelopment
Forgot password and unable to log in. Can you reset or resend my password?Reset my password,IBMITHelpdesk
Experiencing connection issues. Unable to create connection to data source.Issue with networking,IBMITHelpdesk
Unable to edit any PDFs in Acrobat. All my PDFs are read only now. How do I unlock them?my PDF docs are all locked from editing,IBMITHelpdesk
"When I try to print VISIO, my whole computer just freezes and stops working.Hangs when trying to print VISIO document",IBMITHelpdesk
Where do I find toner for the HP 950C I have?Printer in my office is out of toner,IBMINFRAHelpdesk
"User can't access email on mail.company.com.		Can't read email",IBMITHelpdesk
User forgot their email password.Forgot email password,IBMITHelpdesk
Having an issue with users trying to access the company portal appCannot sign into the company portal app,IBMITHelpdesk
"While launching the defect tracking base URL, it is redirecting to an error page.Defect tracking tool is down.",PRODUCTDevelopment
Watcher daemon detected that the CPU was 100% busy for more than 10 minutesCPU load high for over 10 minutes,PRODUCTDevelopment
There was a software update two days ago and now my VPN doesn't work. Nothing loads when I click on the VPN client icon on my desktop.I can't launch my VPN client since the last software update,IBMITHelpdesk
Seeing puddles of water on the floor of the server room. We've put buckets out to collect the water until this is fixed.Rain is leaking on main DNS Server,IBMOperationHelpdesk
I need to organize my inbox in my email program. However I can't create a sub-folder. I didn't seen an option to create a new folder when right clicking.How do I create a sub-folder,IBMITHelpdesk
Were the permissions on the sales forecast spreadsheet changed recently? They were editable last week but are read only today. Can someone update the permissions to make the spreadsheet editable again? We need to update the spreadsheet ASAP.Sales forecast spreadsheet is READ ONLY,PRODUCTDevelopment
I downloaded and installed 64-bit Windows 7 virtual machine and I can't get it to launch. I'm not sure if I need 64-bit or 32-bit.Can't launch 64-bit Windows 7 virtual machine,IBMITHelpdesk
"I lost my work-issued iPhone 7 while traveling last week and need a replacement device. I've erased the phone remotely and have called my carrier to shut off service to it.I need a replacement iPhone, please",IBMINFRAHelpdesk
I have a project involving video editing to complete. I've installed the editing software and the memory in my laptop is insufficient to run it effectively.Need to add more memory to laptop,IBMITHelpdesk
The hotfix was installed on my PC and now some of my applications have stopped working. Can I roll back to the previous version?Please remove the latest hotfix from my PC,IBMITHelpdesk
WeatherBug icon has disappeared from my desktop. Unable to get my weather report.I can't get my weather report,IBMITHelpdesk
"Need to adjust layout of UI, add additional fields, and remove a few buttons. We are missing some critical fields that need to get added immediately.Need help with Remedy. Can we configure UI?",PRODUCTDevelopment
Need to place order for a new machine. Will need help with installation also.Request for a new service,IBMINFRAHelpdesk
Unable to access Oregon mail server. Is it down?Trouble getting to Oregon mail server,IBMITHelpdesk
Seeing JavaScript error message on hiring page on Explorer and Firefox.JavaScript error on hiring page of corporate website,PRODUCTDevelopment
Unable to dial out or receive calls. Phone is plugged in but there's no dial tone.My desk phone does not work,IBMINFRAHelpdesk
"Tried to connect to SAP and all I see is a ""Connecting…."" message but nothing else happens.Can't log into SAP from my laptop today",IBMITHelpdesk
Unable to access the shared folder. Please provide access.Unable to access the shared folder.,PRODUCTDevelopment
Wifi connection seems slow. Webpages are taking a very long time to load.Performance problems with wifi,IBMITHelpdesk
I can access my personal folder but can't access my team's folder on our file share.Unable to access Helpdeskfile share,PRODUCTDevelopment
"I have to analyze all US data in the SFA system, but am unable to get to see the data from the west coast.Need access to sales DB for the West",PRODUCTDevelopment
Taking a really long time to send emails. Last email took almost a minute for sending to complete and there wasn't even an attachment.Performance problems with email,IBMITHelpdesk
User can't get to any of his files on the file server.Network file shares access issue,PRODUCTDevelopment
Unable to access the personal details section in payroll portalUnable to access the personal details section in payroll portal,IBMPAYROLLHelpdesk
I am not able to edit a wiki page.Unable to post content on a Wiki page,IBMITHelpdesk
Can't connect to email from my laptop.Issue with email,IBMITHelpdesk
Unable to login to SFA even though login credentials are correct.Can't access SFA software,IBMITHelpdesk
Pages are taking more time to load than normal.Having problems with Sales Tools performance,IBMITHelpdesk
Was able to access SAP Controlling application last week but doesn't seem to be working as of today. Is there an outage?Manager can't access SAP Controlling application,PRODUCTDevelopment
Main menu doesn't load when I open the SAP Financial Accounting application.SAP Financial Accounting application appears to be down,PRODUCTDevelopment
"I've been trying to access the SAP HR application for the last few hours. Each time I go into the application, nothing loads.The SAP HR application is not accessible",PRODUCTDevelopment
Nothing loads in the application. Is there an outage?SAP Materials Management is slow or there is an outage,PRODUCTDevelopment
Unable to get into the SAP Sales app. It was working yesterday.SAP Sales app is not accessible,PRODUCTDevelopment
I just moved from floor 2 to floor 3 and my laptop cannot connect to any wireless network.Wireless access is down in my area,IBMINFRAHelpdesk
Unable to send or receive emails.Email server is down.,IBMITHelpdesk
"Receiving error message with ""network path not found.""Network storage unavailable",IBMITHelpdesk
Can't connect to Exchange. Login credentials and network connection are working though.Can't access Exchange server - is it down?,IBMITHelpdesk
Employee payroll application server is down.Not able to login with valid credentials.Employee payroll application server is down.,IBMPAYROLLHelpdesk
Need access to the common drive for sharing files which can be accessed by all members. Please provide access.Need access to the common drive.,PRODUCTDevelopment
Email server not workingUnable to connect to email,IBMITHelpdesk
Printer not set up on 3rd foor My computer is not detecting the headphone device,IBMINFRAHelpdesk
Forget Password please resetReset my password,IBMITHelpdesk
Increase ram to 10Gr1 and 10GR2 to windows machine on 10th floorNeed Oracle 10GR2 installed,IBMINFRAHelpdesk
Request to replace old phone with New PhoneNeed new Blackberry set up,IBMINFRAHelpdesk
Fax outage .Not able to share the Fax Customer didn't receive eFax,IBMITHelpdesk
Email is taking time more than 20 sec to reach to clientEMAIL is slow when an attachment is involved,IBMITHelpdesk
Home directory not appearning after login and log out Missing my home directory,IBMITHelpdesk
Fresher hire on Monday please arrange desk New employee hire,IBMOperationHelpdesk
Vendor is not keeping hygenic  foodFood quality is low vendr is not making good quality food,IBMOperationHelpdesk
Weekend Placement Drive please arrange conf roomWeekend drive for college placement,IBMOperationHelpdesk
"Car is Jammer due to sticker , Please unlocak it Car is jammed due to sticker , Please unlock it",IBMOperationHelpdesk
"Can't connect to wifi. Keep getting ""unable to join network"" message.Lost connection to the wireless network",IBMOperationHelpdesk
"Fresher hire on Tuesday , please arrange meeting room Hiring is on tuesday , please arrange meeting room ",IBMOperationHelpdesk
2tb file server has less than 400gb free.File Server is 60% full - Needs upgrade,IBMINFRAHelpdesk
Overwrite Manual backup ProcessDoes not look like a backup occurred last night,PRODUCTDevelopment
Forgot password and unable to log in. Can you reset or resend my password?Reset my password,IBMITHelpdesk
Experiencing connection issues. Unable to create connection to data source.Issue with networking,IBMITHelpdesk
Unable to edit any PDFs in Acrobat. All my PDFs are read only now. How do I unlock them?my PDF docs are all locked from editing,IBMITHelpdesk
"Visio hanged , System freezeHangs when trying to print VISIO document",IBMITHelpdesk
Can you share the details of HP 9c tonerPrinter in my office is out of toner,IBMINFRAHelpdesk
"User can't access email on mail.company.com.		Can't read email",IBMITHelpdesk
User forgot their email password.Forgot email password,IBMITHelpdesk
Having an issue with users trying to access the company portal appCannot sign into the company portal app,IBMITHelpdesk
"URL Tracking Tool is not working , Please fix the bug Defect tracking tool is down.",PRODUCTDevelopment
"Unix Daemon down , Please rerun the codeCPU load high for over 10 minutes",PRODUCTDevelopment
There was a software update two days ago and now my VPN doesn't work. Nothing loads when I click on the VPN client icon on my desktop.I can't launch my VPN client since the last software update,IBMITHelpdesk
"AC is not working on floor 5 , Please fix it asapAC is not workng",IBMOperationHelpdesk
I need to organize my inbox in my email program. However I can't create a sub-folder. I didn't seen an option to create a new folder when right clicking.How do I create a sub-folder,IBMITHelpdesk
Were the permissions on the sales forecast spreadsheet changed recently? They were editable last week but are read only today. Can someone update the permissions to make the spreadsheet editable again? We need to update the spreadsheet ASAP.Sales forecast spreadsheet is READ ONLY,PRODUCTDevelopment
I downloaded and installed 64-bit Windows 7 virtual machine and I can't get it to launch. I'm not sure if I need 64-bit or 32-bit.Can't launch 64-bit Windows 7 virtual machine,IBMITHelpdesk
"I lost my work-issued iPhone 7 while traveling last week and need a replacement device. I've erased the phone remotely and have called my carrier to shut off service to it.I need a replacement iPhone, please",IBMINFRAHelpdesk
water leaking on floor Water Leaking on Floor,IBMOperationHelpdesk
"Payroll ui is down , can we please look into it Payroll services are down",IBMPAYROLLHelpdesk
Share the FORM 16 for the current Financial YearFORM 16 Required,IBMPAYROLLHelpdesk
"FORM C , FORM 16 not appearning , pleae checkFORMC not available",IBMPAYROLLHelpdesk
"FORMB, FORM C , FORM 16 , PAYSLIPS are not availableDownload Payslips",IBMPAYROLLHelpdesk
Require pay slip for current monthPayslip for sep month is required,IBMPAYROLLHelpdesk
Please add buckets of benefitsBOB Declaration required,IBMPAYROLLHelpdesk
IT Return Filing share form 16Tax Saving,IBMPAYROLLHelpdesk
"Tried to connect to SAP and all I see is a ""Connecting…."" message but nothing else happens.Can't log into SAP from my laptop today",IBMITHelpdesk
Unable to access the shared folder. Please provide access.Unable to access the shared folder.,PRODUCTDevelopment
Wifi connection seems slow. Webpages are taking a very long time to load.Performance problems with wifi,IBMITHelpdesk
I can access my personal folder but can't access my team's folder on our file share.Unable to access Helpdeskfile share,PRODUCTDevelopment
"I have to analyze all US data in the SFA system, but am unable to get to see the data from the west coast.Need access to sales DB for the West",PRODUCTDevelopment
Taking a really long time to send emails. Last email took almost a minute for sending to complete and there wasn't even an attachment.Performance problems with email,IBMITHelpdesk
User can't get to any of his files on the file server.Network file shares access issue,PRODUCTDevelopment
Unable to access the personal details section in payroll portalUnable to access the personal details section in payroll portal,IBMPAYROLLHelpdesk
"Payroll ui is down , can we please look into it . Payroll services are down",IBMPAYROLLHelpdesk
Formc is requiredFORM 16 Required immediately,IBMPAYROLLHelpdesk
"FORM C , FORM 16 not appearning , pleae checkFORMC not available on ui",IBMPAYROLLHelpdesk
" FORM 16 , PAYSLIPS are not availableDownload Payslips  for aug",IBMPAYROLLHelpdesk
Require pay slip for current monthPayslip for sep month is required,IBMPAYROLLHelpdesk
"AC is not working on floor 5 , Please fix it asapAC is not workng",IBMOperationHelpdesk
"AC is not working on floor 10 , Please fix it asapAC is not workng",IBMOperationHelpdesk
"AC is not working on floor 11 , Please fix it asapAC is not workng",IBMOperationHelpdesk
"AC is not working on floor 12 , Please fix it asapAC is not workng",IBMOperationHelpdesk
I just moved from floor 2 to floor 3 and my laptop cannot connect to any wireless network.Wireless access is down in my area,IBMINFRAHelpdesk
Unable to send or receive emails.Email server is down.,IBMITHelpdesk
"Receiving error message with ""network path not found.""Network storage unavailable",IBMITHelpdesk
Can't connect to Exchange. Login credentials and network connection are working though.Can't access Exchange server - is it down?,IBMITHelpdesk
Employee payroll application server is down.Not able to login with valid credentials.Employee payroll application server is down.,IBMPAYROLLHelpdesk
Need access to the common drive for sharing files which can be accessed by all members. Please provide access.Need access to the common drive.,PRODUCTDevelopment
